retweetCount,favoriteCount,text,time
9811,38311,Happy to be in the http://UEFA.com  Team of the Year for the 11th time! Thanks to all the fans who voted! #TOTY,2017-01-05T18:48:36.000Z
7085,34481,🏃🏼,2017-01-05T15:29:40.000Z
11882,43615,"Desejo a todos o melhor do mundo em 2017. Bom ano! 
I wish you all the best in the world in 2017! Happy New Year.",2016-12-30T20:59:59.000Z
4247,20951,"Silky smooth in time for the New Year & I’m not talking about the shave @DwyaneWade 😂 #raiseit 
http://www.nowraiseit.com ",2016-12-30T10:05:03.000Z
3314,21683,The end of the year is approaching. Which @TAGHeuer timepiece should I choose? Sporty or elegant? #DontCrackUnderPressure,2016-12-29T20:00:14.000Z
4631,24673,Hoy en la Gala Inocente Inocente podréis ver mi visita a un proyecto de esta Fundación que ayuda a los niños que más lo necesitan.,2016-12-28T19:59:54.000Z
3577,18313,"To celebrate the end of 2016, @TAGHeuer asked me to prove how I didn't crack under pressure.",2016-12-27T19:21:42.000Z
2619,16170,"The most amazing fireworks will be seen at the top of @PestanaCR7 Funchal.
Don’t miss it 😉 http://bit.ly/2cMEIUG ",2016-12-26T20:11:57.000Z
5746,34853,👍,2016-12-25T22:26:19.000Z
16077,54734,Merry Christmas world ❤️❤️❤️,2016-12-24T19:58:25.000Z
51788,72550,A message of hope to the children affected by the conflict in Syria. @SavetheChildren,2016-12-23T14:01:51.000Z
2046,12397,"Just unboxed my new gift from @TAGHeuer . A unique Tourbillon watch full of diamonds, especially for me. Thank you to my friend @jcbiver",2016-12-23T09:01:50.000Z
1799,12673,Just received a gift from #CLEARMEN. Merry Christmas!,2016-12-22T17:02:51.000Z
4215,24850,Breakfast time in my spot👍👍👍🇵🇹,2016-12-22T11:46:30.000Z
1659,10566,"NEW update for my mobile game! Major improvements and amazing new boosters. Play against real players!
Download: http://bit.ly/KicknRun ",2016-12-21T17:10:52.000Z
8991,40546,Spending time with my love 😍,2016-12-21T15:10:19.000Z
5046,24456,Moments 👍,2016-12-21T13:38:55.000Z
2629,18256,Getting into the spirit of the season with Sacoor Brothers! Shop http://www.sacoorbrothers.com  for the best styles for you and your gift list!,2016-12-20T18:04:52.000Z
3073,18045,"Happy with my new project CR7 Crunch Fitness in Madrid. Live Life Fit, take a look http://www.cr7fitnesscrunch.com ",2016-12-19T18:06:07.000Z
2932,18562,"After so much demand,I've decided to open the doors to my online The Private Edition members club for the next week! http://facebook.com/CristianoRonaldoFragrances …",2016-12-19T13:00:28.000Z
13991,50967,🇵🇹,2016-12-19T11:40:50.000Z
26506,61526,Simmmm. Happy to win another 🏆 trophy. Well done team. Hala Madrid,2016-12-18T14:54:26.000Z
2556,14971,Thank you @jcbiver and @tagheuer for your kind words and the great presents ! #dontcrackunderpressure,2016-12-17T12:01:33.000Z
2262,15154,Want to see exclusive footage and unreleased images from The Private Edition photoshoot? http://facebook.com/CristianoRonaldoFragrances/ …,2016-12-14T12:00:44.000Z
15526,45538,My golden ball it's available in my museum in Madeira👍👍👍👍⚽️,2016-12-14T10:34:01.000Z
2806,16756,"I'm now in Japan for next important title. #Sixpad, always helps me to perform my best. Get yours. Check http://www.sixpad.jp ",2016-12-13T12:01:15.000Z
68750,127450,So happy and glad to win. Thanks Real Madrid and Portugal National team.amazing year. Simmmmmmm💪🏽💪🏽💪🏽💪🏽,2016-12-12T22:34:31.000Z
3491,20058,Last chance to order my CR blankets for Christmas! Save 25% with promo code CRIS. http://cr7blankets.com ,2016-12-12T12:46:15.000Z
2528,15922,Had a lot of fun creating The Private Edition scent. Watch here!http://facebook.com/CristianoRonaldoFragrances/ …,2016-12-08T17:04:42.000Z
3886,21130,Parabéns à Fundación Numen e à Fundación Inocente Inocente pelo magnífico trabalho que fazem no apoio a estas crianças.,2016-12-08T16:00:43.000Z
7883,24523,"Flip on the first try, @DwyaneWade. Don’t start what you can’t finish. 💯😂 #raiseit http://www.nowraiseit.com ",2016-12-06T18:53:40.000Z
6892,32045,UCL👍,2016-12-06T15:16:31.000Z
2548,16218,Want to see me create the packaging for The Private Edition?  http://facebook.com/CristianoRonaldoFragrances …,2016-12-05T17:06:40.000Z
9833,31777,Feliz por estar entre os melhores da FIFA junto dos meus dois treinadores. Obrigado a quem votou em mim e sobretudo aos meus companheiros,2016-12-02T19:30:34.000Z
2068,10883,It’s almost time! ⏰ ⚽ See how I spent yesterday preparing for the fastest match on 🌎 #StrikeSeries...,2016-12-02T17:18:18.000Z
3032,18240,Wanna save big on my CR7 blankets this Christmas? Shop http://www.cr7blankets.com  to save 25% with promo code CHRISTMAS. Merry Christmas!,2016-12-02T12:03:23.000Z
1552,8035,Missed Tuesday’s training? Here’s a ⚡ FAST⚡ video recap of Day 2️⃣ #StrikeSeries 🔎👉...,2016-12-01T19:02:50.000Z
3411,21730,"To celebrate the launch of my new fragrance, I have created my own online members club!",2016-12-01T15:00:55.000Z
3379,19326,"Very excited to launch my brand new fragrance tomorrow 
http://facebook.com/CristianoRonaldoFragrances/ …",2016-11-30T12:04:22.000Z
6703,27886,Equipa vencedora 🔝👌👍,2016-11-29T11:47:32.000Z
3971,15058,✅Day 1 complete. Here’s how I trained fast for El Clásico today ⚡ #StrikeSeries 🔎👉http://Nike.com/CR7  @nikefootball,2016-11-28T18:55:54.000Z
11462,39634,3 points 🔝👌,2016-11-26T18:44:33.000Z
7266,38296,👌,2016-11-25T15:05:21.000Z
7869,33670,Happy morning 👍👍👍,2016-11-24T15:16:44.000Z
10559,28169,"Open your eyes @DwyaneWade - this is how I wake up 🙈 #raiseit

http://www.nowraiseit.com ",2016-11-24T07:32:45.000Z
9217,39583,👌,2016-11-23T12:05:40.000Z
2203,11274,Honoured to debut my boots back where it all started. 🙌 CR7 Discovery 👉 http://Nike.com/CR7 ,2016-11-22T09:08:34.000Z
3816,18391,"Inspired by the match that changed my career. 🙌
Excited to wear my new boots tomorrow http://Nike.com/CR7 
#Mercurial",2016-11-21T17:33:31.000Z
2367,14692,Men’s daily essentials #CLEARMEN #Mercurial #Ad,2016-11-21T08:02:08.000Z
4857,25364,Stretching boy👍,2016-11-20T18:14:30.000Z
17424,46456,Top👍well done team⚽️⚽️⚽️,2016-11-20T01:02:08.000Z
8858,37786,😁😁😁😁,2016-11-18T11:44:46.000Z
5075,26052,💪🏽🔝,2016-11-17T17:56:44.000Z
3205,17160,Always working. 💪 Fresh Trainers. Gear up for the gym on http://Nike.com/CR7 ,2016-11-17T08:29:44.000Z
3422,16741,Unleashed my inner lion while filming with @PokerStars 🔥💪 #BeatTheClock,2016-11-16T18:24:12.000Z
9475,35439,🇵🇹🇵🇹🇵🇹🇵🇹,2016-11-14T10:36:00.000Z
3957,20810,🆕🔝 Love my new Collection 😉 http://Nike.com/CR7 ,2016-11-12T18:04:07.000Z
3593,18205,"Target practice 🎯 #Mercurial
CR7 Chapter 3, lace up at http://Nike.com/CR7 ",2016-11-12T09:00:40.000Z
6775,27156,Glad to make your wishes come true!👏👍,2016-11-11T17:16:32.000Z
3478,17195,No substitute for hard work 👍 #StrikeSeries CR7 Chapter 3 Collection at http://Nike.com/CR7 ,2016-11-11T09:01:16.000Z
7773,29573,NIKE MAN🔝👍👌,2016-11-10T12:19:22.000Z
6720,26878,🇵🇹,2016-11-09T19:39:20.000Z
4212,21764,Just found the next generation of Fast in Lisbon! #StrikeSeries 🔎⚽🏃💨,2016-11-09T15:00:31.000Z
3889,21008,Back in Lisbon leading a @nikefootball masterclass with the future of Fast. Watch out for these guys! 👀➡🏆 #Mercurial,2016-11-09T13:58:46.000Z
4649,20553,The Man🔝,2016-11-08T23:44:35.000Z
4760,19081,"My sports cars just got jealous 🏎💥 #Mercurial
New wheels at http://Nike.com/CR7 ",2016-11-08T16:01:44.000Z
4017,17064,"New wheels, same results. 💯👌 #Mercurial
New boots 👀 👉 http://Nike.com/CR7 ",2016-11-08T08:00:13.000Z
6965,26581,Es un honor recibir nuevamente el trofeo Alfredo di Stefano. Gracias a todos! 👍🔝,2016-11-07T22:58:23.000Z
9815,23402,You were behind this too!!?? Can't believe you guys did this behind my back!!! 😂😂👌🏼👍🏼🔝 @07RQuaresma,2016-11-07T14:16:35.000Z
4473,18817,"😍 Love my new #Mercurial boots.
🔎CR7 Chapter3: Discovery 🔍
👀👉🏼 http://Nike.com/CR7 ",2016-11-07T08:01:38.000Z
4352,23528,Just came back from the tailor and my suit fits perfectly! Sacoor Brothers attention to detail is one reason why I am a huge fan!,2016-11-05T15:02:42.000Z
6514,31147,G morning 👍,2016-11-05T08:20:42.000Z
6609,26266,👍🏼👌🏼,2016-11-04T15:51:44.000Z
2680,13128,Check out my new @cr7footwear film FW16 Collection. I hope you enjoy it. http://www.cr7footwear.com ,2016-11-03T18:53:42.000Z
6297,25951,Keep your head up!!!,2016-11-03T11:56:52.000Z
7577,27257,UCL 👍🏼,2016-11-01T20:33:59.000Z
2909,16641,"Spend the holidays with me! Visit http://CR7blankets.com  to see my CR7 Christmas blankets! Super soft, save 15% with promo code CR7.",2016-11-01T17:59:57.000Z
2510,14787,I hope you enjoy my new @Cr7Footwear FW16 Collection as much as I do. Check it at http://www.cr7footwear.com ,2016-10-31T18:04:23.000Z
7032,32744,😎👌👍,2016-10-31T12:06:19.000Z
5654,26128,Good night 👍😜,2016-10-30T19:52:34.000Z
6055,25679,Happy Halloween day🔝🔝👌,2016-10-30T13:53:36.000Z
6162,26695,With my boy 🇵🇹🇵🇹👍,2016-10-29T18:36:15.000Z
8685,25210,Great win and very important 3 points. Well done boys !!⚽️⚽️⚽️🔝,2016-10-29T17:48:00.000Z
1771,10849,"To stay fresh throughout a match, I use CLEAR #ad",2016-10-28T17:50:29.000Z
11250,38943,👌🏼,2016-10-28T15:53:17.000Z
3463,21494,"Great dinner last night,discussing plans for the present and future 🔝🔝🔝🔝",2016-10-28T10:24:53.000Z
4168,17347,"💪 Extra effort.
✅ Extra reward.
🏆 #StrikeSeries

Speed up with @nikefootball’s Modern uniform of fast: http://nike.com/football ",2016-10-27T15:10:03.000Z
4767,21609,Bom dia 👍,2016-10-27T08:34:14.000Z
6623,27605,👍🏼,2016-10-22T15:15:17.000Z
5383,28369,Help me kick breast cancer.Visit http://CR7blankets.com  save 15% with promo code Pink7 and Elite Team will donate to Breast Cancer Research,2016-10-20T18:53:00.000Z
1791,11863,"I’m so excited the Z11 has finally come to spain! My friends at  @nubiaSpain are giving one away, enter here: http://ow.ly/HRfA3053M39 ",2016-10-14T17:04:03.000Z
6085,23204,Thanks👍,2016-10-14T10:52:25.000Z
3429,22963,Couldn't resist a quick game while filming something exciting for PokerStars... 👊🏼😎#raiseit,2016-10-13T17:30:12.000Z
3008,16978,Win an autographed #CR7MiniBlanket. Visit http://CR7blankets.com  shop my exclusive line of CR7 blankets and enter to win today #CR7BLANKETS,2016-10-11T17:00:18.000Z
8446,28704,Two games 6 points👍🏼 well done team 🇵🇹👌🏼,2016-10-10T21:46:49.000Z
7276,32777,Morning walk 🚶🏽,2016-10-10T11:25:29.000Z
2400,14983,It´s my turn to support my “team”! Help us make Madeira win World´s Leading Destination 2016. Vote here http://bit.ly/29Ds2x2 ,2016-10-08T17:01:03.000Z
24661,54003,"Happy to score my first poker for Portugal
⚽️⚽️⚽️⚽️🇵🇹",2016-10-07T21:38:33.000Z
7355,31819,👍🏼✌🏼🇵🇹,2016-10-06T11:03:01.000Z
5607,24751,Training👍🏼,2016-10-05T12:08:07.000Z
3185,18112,Want to watch me play a match live in Madrid? @Xtrade are giving you the chance to win this amazing trip! Enter now: http://xtrade.com/ronaldo ,2016-10-03T17:02:28.000Z
3857,21246,"Glad to be the cover of @DSECTIONMAGAZINE 5th anniversary book. ""THE JOURNEY"".",2016-09-30T20:32:44.000Z
1943,11834,"Wow! More than 5 million downloads of my mobile game! Thank you! 
Download Kick'n'Run here for free: http://bit.ly/KicknRun ",2016-09-30T16:49:01.000Z
8251,27471,Winning team⚽️,2016-09-30T11:00:19.000Z
3758,22335,I'm really excited to share with you the new #SACOORBROTHERS Fall Winter Collection! Meet my favorite new items at http://sacoorbrothers.com ,2016-09-29T08:09:11.000Z
11797,40878,👍🏼👍🏼,2016-09-28T10:12:14.000Z
9078,35449,👍🏼,2016-09-26T19:38:50.000Z
9217,36714,I'm good and you??👍🏼,2016-09-22T19:08:57.000Z
8613,28811,Great moment🇵🇹✌️👌,2016-09-22T09:39:55.000Z
7892,25047,Hala Madrid 🔝,2016-09-21T21:22:24.000Z
10586,40834,👍🏼💪🏼🔝👌🏼✌🏼,2016-09-15T12:09:29.000Z
10357,37791,CHAMPIONS LEAGUE TONIGHT 👍,2016-09-14T10:33:38.000Z
2005,14461,Did you try this awesome feature in my mobile game? Download here: http://bit.ly/KicknRun ,2016-09-11T17:34:15.000Z
11628,56528,❤️❤️,2016-09-09T18:27:45.000Z
6312,29835,Always nice to be with the fans ✌🏼👍🏼🔝👌🏼,2016-09-09T10:19:14.000Z
4819,23634,"Great to be back to full team training!💪⚽ 🏃💨
Train fast with @nikefootball’s Strike Series: http://gonike.me/TrainFast_CR7 ",2016-09-08T15:02:40.000Z
2867,15551,Step into the spotlight with my latest @CR7Underwear collection 👍🏼,2016-09-05T18:01:11.000Z
10595,40529,"First training with the team, very happy!!!! Enjoy the picture ❤️💪🏼👍✌🏼⚽️",2016-09-05T16:48:36.000Z
5611,33370,V D ☀️,2016-09-03T12:14:40.000Z
3050,20367,Thanks @TAGHEUER @jcbiver for this kind gift. The new rose gold Heuer 01 is amazing #dontcrackunderpressure,2016-09-03T08:01:56.000Z
6852,30186,Soon 👍🏼,2016-09-02T11:39:11.000Z
7411,32837,Happy ☀️👍🏼,2016-09-01T09:30:36.000Z
5945,30288,Selfie time👍🏼,2016-08-31T14:40:09.000Z
6213,31927,👌🏼👍🏼,2016-08-30T16:54:54.000Z
5588,27267,Mood 👍,2016-08-30T10:29:34.000Z
6482,30577,Training done with my boys 💪🏽💪🏽☀️,2016-08-28T16:00:30.000Z
5814,27712,Feeling good 👍 lets go 💪🏼,2016-08-26T17:22:42.000Z
2606,12636,Training fast to come back stronger with the @nikefootball Strike Series. 💪🏽 http://gonike.me/6182BxF10 ,2016-08-26T15:36:51.000Z
9709,29066,Gracias equipo 🔝👍🏼,2016-08-26T08:45:48.000Z
43960,85520,Very happy and proud to win such a special award. Thank you to my team mates from Real Madrid and Portugal! ✌🏼🔝👍🏼,2016-08-25T18:16:46.000Z
4213,19110,"Enjoying being back in training in my latest gear. 
Get the @NikeFootball Strike Series: http://nike.com/football ",2016-08-25T15:30:37.000Z
4048,22515,Not ready to let this summer go yet? Check out my summer looks at http://sacoorbrothers.com  #SacoorBrothers,2016-08-24T17:55:58.000Z
3686,18981,I train fast to play fast. Thanks @niketraining for the new Nike Train Ultrafast Flyknit (http://gonike.me/UltraFast_CR7 )💪🏽,2016-08-23T16:03:33.000Z
8222,33722,✌🏼,2016-08-23T11:24:22.000Z
3188,18362,Another shot from my latest @CR7Underwear campaign! Check the range out on http://cr7underwear.com ,2016-08-22T18:05:53.000Z
6019,29100,Mood 😏,2016-08-22T14:41:03.000Z
5058,31109,Poker at home while watching the action in Brazil…two great games on the go!,2016-08-20T17:57:31.000Z
22523,55642,Congratulations my friend @usainbolt for your triple gold!👏💪,2016-08-20T15:19:47.000Z
4049,18927,"Madeira Island is pretty awesome, don’t you think guys?
#madeiraislands #exploremadeira #visitmadeira #madeiraisgold",2016-08-20T11:08:10.000Z
4191,23269,Time to focus on the new season with my @TAGHeuer timepiece. #DontCrackUnderPressure,2016-08-19T18:06:06.000Z
2039,12208,The smartphone of champions will land @IFA_Berlin on Aug 31st! http://bit.ly/nubia2016IFA  #WhatsNU @nubiasmartphone,2016-08-18T10:59:34.000Z
2812,14263,Stepping into the spotlight for @CR7underwear FW16 Now available on http://CR7Underwear.com  #CR7Underwear,2016-08-15T16:57:51.000Z
5062,23952,Morning run 👍🏼,2016-08-15T12:09:30.000Z
6088,35458,Paz ☀️✌🏼👌🏼,2016-08-13T12:02:55.000Z
9712,37986,💪🏼,2016-08-12T11:52:48.000Z
9050,36835,👍🏼,2016-08-11T20:44:45.000Z
3063,18173,In the spotlight for my latest @CR7Underwear campaign. Check out new styles on http://CR7Underwear.com  #CR7Underwear,2016-08-11T10:15:16.000Z
4955,17169,Faz já um mês...recordação muito feliz! Dois grandes homens!,2016-08-10T15:14:45.000Z
9751,35730,,2016-08-10T13:29:11.000Z
28000,49769,Champions.,2016-08-09T21:44:44.000Z
14689,34083,Not in the field but always with you! Good luck guys ! #halamadrid 💪🏼,2016-08-09T18:31:22.000Z
4055,17568,"Have a selfie with me.✌️ Check out my new CR7 Selfie - Fans with a Cause App #CR7SelfieApp 
http://cr7selfie.com ",2016-08-09T08:42:47.000Z
5053,24584,Solid work 👌🏼,2016-08-08T17:57:09.000Z
5826,31103,Wake up after a great nap with crj✌🏼👍🏼🔝,2016-08-08T15:12:39.000Z
6688,35694,Ice cream time ☀️👌🏼,2016-08-07T16:03:16.000Z
5856,31780,My baby miss me❤️,2016-08-06T17:15:44.000Z
16320,38259,Quick remind 🇵🇹🔝,2016-08-05T15:52:26.000Z
4561,24492,Are you ready to spend some time with me?👍📸 I have great news coming your way. Stay tuned! Coming on 9th August,2016-08-04T08:31:48.000Z
6973,43172,☀️😎,2016-07-30T21:09:29.000Z
5370,31540,Good morning gym 💪🏼,2016-07-29T16:11:18.000Z
4009,27066,Lunch time 👍🏼👌🏼,2016-07-28T19:58:15.000Z
5164,30045,"I’ve joined a new team, Elite Team. Visit http://CR7blankets.com  to see my exclusive luxury blankets.",2016-07-27T14:06:29.000Z
3727,21182,A TRUE CHAMPION chooses #CLEARMEN. #TRUECHAMPION #POWERHAIR #CLEARNODANDRUFF ⚽️👍🏼🏆,2016-07-24T16:11:52.000Z
8272,43177,Thanks Madeira 👍🏼,2016-07-23T12:34:45.000Z
5684,29712,I will be back ☀️🔝👌🏼✌🏼,2016-07-22T10:08:39.000Z
2637,14700,"On the field, I need the right tools to win. Online trading is no different, I chose @XTrade http://goo.gl/FVcxhk ",2016-07-21T16:07:36.000Z
3295,16387,Check out our power moves! Stay fresh with #CLEARMEN. #TRUECHAMPION #CLEARNODANDRUFF #CLEARPOWERMOVE,2016-07-20T15:35:15.000Z
3435,18705,My mobile game is moving to Rio de Janeiro with the awesome new update available now 📲 http://bit.ly/KicknRun ,2016-07-19T16:39:38.000Z
7759,41651,☀️,2016-07-19T14:34:30.000Z
12291,54596,Spend time with my little man 💋❤️👌🏼🔝,2016-07-18T10:39:07.000Z
8291,47298,☀️,2016-07-16T23:32:11.000Z
5385,28417,"We dream, we fight, and we exceed. Remember how we #GoBeyond today and every day with @nubia #Euro2016 #Champion",2016-07-16T15:39:10.000Z
6622,38364,Lunch 👌🏼✌🏼,2016-07-16T12:25:04.000Z
9494,37636,"#Mercurial Superfly Portugal “Champions of Europe” by
#NIKEiD. 😍👌🏼⚽🏆🇵🇹",2016-07-15T08:54:25.000Z
16494,47403,"When a team and a nation believe, anything is possible. #SparkBrilliance #justdoit",2016-07-13T09:29:34.000Z
15262,67512,Mood ❤️❤️,2016-07-12T10:10:36.000Z
39432,84479,Wow 👀👀👀,2016-07-11T15:02:03.000Z
67654,137947,History ❤️❤️,2016-07-11T09:11:39.000Z
11326,34308,"One moment can change everything. Never give up.
Make them believe. ⚽🏆##SparkBrilliance #JustDoIt",2016-07-11T08:50:10.000Z
110827,193626,🏆✌🏼🇵🇹,2016-07-11T00:31:16.000Z
89901,152932,Proud of my team. Proud of my country. Make them believe. #JustDoIt,2016-07-10T23:09:15.000Z
22866,67245,My boys ✌🏼👍🏼,2016-07-09T14:09:46.000Z
8031,43866,Time to focus. Counting down the hours with my @TAGHeuer . See you on Sunday on the field. #dontcrackunderpressure,2016-07-08T17:38:34.000Z
13348,52427,👍🏼,2016-07-08T10:48:34.000Z
28449,73578,🙏🏼,2016-07-07T08:54:51.000Z
13688,48688,Happy moments 👍🏼👌🏼,2016-07-05T13:58:57.000Z
5220,30349,Keeping my mind sharp in between games #lovepoker,2016-07-05T10:55:41.000Z
16983,50887,Mood 👌🏼,2016-07-04T10:24:56.000Z
13861,53252,👍🏼🔝👌🏼✌️❤️,2016-07-03T15:09:19.000Z
26999,60837,When you believe you achieve ✌👍🔝⚽️,2016-06-30T23:54:27.000Z
6850,41791,"Time to relax and bring out my @TAGHeuer Carrera to fuel me up before the big match!
#DontCrackUnderPressure",2016-06-29T17:10:26.000Z
9687,45694,✌🏼g n,2016-06-28T22:06:43.000Z
9019,39387,👍🏼,2016-06-27T11:16:47.000Z
5546,24181,"Have you played my new game Cristiano Ronaldo: Kick'n'Run? It's pretty cool! Try it here: 
http://bit.ly/KicknRun ",2016-06-24T15:03:16.000Z
10750,39432,⚽️,2016-06-23T14:01:05.000Z
15262,44021,⚽️,2016-06-23T10:04:35.000Z
29053,62744,⚽️,2016-06-22T19:23:10.000Z
7460,32460,✌🏼,2016-06-21T10:55:20.000Z
17327,48017,Triste com o resultado mas sei que todos juntos vamos dar a volta por cima. 🇵🇹,2016-06-18T23:47:09.000Z
4136,19809,"Mentally preparing for tomorrow’s match. Try Pro Genius in the @nikefootball App: 
http://gonike.me/GENIUS ",2016-06-17T15:06:08.000Z
5569,27606,"Time to train, more games yet to come  #DontCrackUnderPressure @TAGHeuer",2016-06-15T17:10:57.000Z
12415,32381,"Hoje queremos levar para campo, não só a vontade de vencer de 11 mas a de todos os🇵🇹 . Contamos com o vosso apoio!⚽",2016-06-14T10:16:55.000Z
7179,28077,Soon 👍🏼,2016-06-13T14:39:08.000Z
2067,9759,The game starts tomorrow. Mental preparation starts now. Train your brain with Pro Genius:...,2016-06-13T08:22:04.000Z
5031,24214,⚽️,2016-06-12T19:18:33.000Z
6349,28945,Dinner time with my boys 🔝👌🏼,2016-06-11T20:06:31.000Z
3169,18205,"Fuel up like me! Try 2 scoops #RebuildStrength, bananas, strawberries & milk. #Herbalife24 http://hrbl.me/1UoXCMl ",2016-06-11T15:09:54.000Z
2784,14233,"I’m celebrating the Euro Cup kick-off with my new mobile game. ⚽️⚽️ 
Play the game here: http://bit.ly/KicknRun ",2016-06-10T15:02:22.000Z
3470,10719,"One moment can change everything. #SparkBrilliance.
@nikefootball",2016-06-09T07:12:38.000Z
9173,29440,Great win tonight ✌🏼🔝⚽️⚽️,2016-06-08T21:19:22.000Z
1862,7739,"See what happens when two worlds collide. http://bit.ly/1rd4lRI 
#SparkBrilliance 
Watch the film tomorrow: http://go.nike.com/footballapp ",2016-06-08T15:11:55.000Z
9327,30330,👍🏼🔝👌🏼,2016-06-08T08:26:59.000Z
11302,37107,Team 👌🏼,2016-06-07T19:53:33.000Z
3297,14389,"Seriously, what’s going on @nikefootball ? #SparkBrilliance
See the whole story on June 9: http://go.nike.com/footballapp ",2016-06-07T15:04:44.000Z
3190,14275,"I’m feeling a little different today…#SparkBrilliance
Discover what’s happened on June 9: http://go.nike.com/footballapp ",2016-06-06T22:27:24.000Z
2567,11801,"👀🏃👀🏃💥 #SparkBrillianceSee the full story June 9 in the @nikefootball App:http://go.nike.com/footballapp ",2016-06-05T15:05:32.000Z
3467,15479,I drive my training with proper hydration. Evolve your sports drink #CR7Drive @Herbalife @Herbalife24,2016-06-04T15:03:58.000Z
2582,11846,I stay fresh with #CLEARMEN. Show your best tricks with #CLEARPOWERMOVE or upload at http://bit.ly/1qIoiQg .”,2016-06-01T18:04:39.000Z
11254,47081,☀️♻️👌🏼,2016-06-01T12:00:20.000Z
19220,54902,Great night 👍🏼👌🏼🔝❤️,2016-05-29T20:14:33.000Z
2315,9960,"At my house, speed gets its own room. #sparkbrilliance
Get the new #Mercurial now 📲: http://go.nike.com/footballapp ",2016-05-29T07:06:44.000Z
64366,101987,Love you ❤️❤️❤️,2016-05-29T00:17:20.000Z
8022,30447,Boom ✌🏼👍🏼,2016-05-26T15:39:11.000Z
5095,21999,Check out my #Mercurial Speed Room 📽⚽️🏃🏽💨premiering in the @Nikefootball App http://go.nike.com/footballapp  #sparkbrilli...,2016-05-26T07:00:02.000Z
3248,19209,One of my picks for the warm days ahead of us! Tassel loafers are a must have. Check it now http://cr7footwear.com ,2016-05-25T16:07:41.000Z
5834,23423,👍🏼,2016-05-25T15:27:10.000Z
3582,17756,See the world's fastest #Mercurial collection. My new film premiers tomorrow. See it first: http://go.nike.com/footballapp ,2016-05-25T07:02:04.000Z
3298,15762,"The Summer of Sport: Football Nouveau - OR x Nikelab.
With @olivierrousteing @dazed @nikelab 🏆🏆🏆⚽️⚽️⚽️",2016-05-23T14:05:40.000Z
2458,11928,The Summer of Sport: Football Nouveau - OR x Nikelab. With @olivierrousteing for @dazed #dreamteam 🏆🏆🏆⚽️⚽️⚽️,2016-05-23T13:56:59.000Z
4704,23613,👍🏼,2016-05-21T17:11:51.000Z
2179,10707,Let me introduce the @SFR family!The children would do anything to please their parents! http://po.st/cpamGw ,2016-05-20T16:15:25.000Z
5284,22463,Training,2016-05-19T14:55:02.000Z
3668,16237,"Looking and feeling faster than ever. 👍🏼👊🏼💥
Get the new #Mercurial first on May 28th 📲 http://go.nike.com/footballapp ",2016-05-19T07:00:04.000Z
4990,20489,⚽️,2016-05-18T15:12:55.000Z
3157,11423,"My new #Mercurial are fase as they look, trust me. 🏎💨💥
Get them first, May 28th: http://go.nike.com/footballapp ",2016-05-18T07:06:10.000Z
4168,17424,"Ready to play fast! Thanks @nikefootball ⚽🏃🏽💨💥
Get the new #Mercurial first 📲: http://go.nike.com/footballapp ",2016-05-17T07:11:53.000Z
1860,8210,In my new commercial I'm in the central square of Tel-Aviv. Get ready neshamot it's gonna be HOT!,2016-05-16T15:58:42.000Z
3077,15298,Always working hard! Caught on set wearing @Cr7Footwear | http://crfootwear.com ,2016-05-12T15:52:50.000Z
2874,15359,Crushing the game on PokerStars.,2016-05-11T15:56:42.000Z
4052,23868,Another shooting day with the special visit of my friend Peter Lim.,2016-05-05T19:17:31.000Z
4648,23487,The time has come for you to meet us in #cr7footwears16 | http://cr7footwear.com ,2016-04-27T16:02:42.000Z
2691,14380,"In 2013 and 2014 Madeira was Europe’s Leading Island Destination!
Vote for Madeira hat-trick
http://bit.ly/1UXUrk2 ",2016-04-22T13:41:02.000Z
3904,18200,Unveiling one of my next 4 hotel projects with Pestana Hotel Group! #pestanahotels,2016-04-19T19:30:35.000Z
4806,24594,So proud to have my very own collection at the @SacoorBrosGL stores. Don’t miss it!,2016-04-18T16:01:32.000Z
29000,63471,Funny moments practicing penalties with my son ⚽️👦🏽👍🏼,2016-04-14T16:31:04.000Z
30697,67310,Great win today! ✌🏻⚽️ Thanks for all your support!,2016-04-12T23:14:53.000Z
4887,23393,Today is a special day: the launch of my  mom's book throughout Spain!,2016-04-11T13:32:48.000Z
2467,9650,Speed redefined #sanahizmiyok 🇹🇷,2016-04-10T16:58:11.000Z
4615,23987,"Amazed with the sound of my new ROC Freedom headphones!!🎶👌🔝
#livelifeloud",2016-04-08T18:32:58.000Z
4179,20040,I'm delighted to become the official ambassador of @XTrade . Join me! http://goo.gl/B3ZfqU   #XTrade,2016-04-04T16:33:03.000Z
23824,50431,"Grande jogo de toda a equipa. Vencemos juntos, celebramos juntos. @realmadrid #HalaMadrid #RMClasico ⚽😀💪🏽✌🏽👊🏽",2016-04-02T22:13:54.000Z
6338,29032,"Thanks @nikefootball getting me equipped for the match💎 ⚽👌
Your pair is available now on http://nike.com ",2016-04-02T07:05:53.000Z
5016,23509,"No days off 💪🏽👍🏽
Gear up with my new CR7 Natural Diamond training apparel now on http://NIKE.COM/FOOTBALL ",2016-04-01T07:02:02.000Z
4887,19867,"Do you remember? Last month, @SFR surprised me.Well, it happened again, the experience was amazing! #CristianoAndSFR",2016-03-30T18:49:47.000Z
